Country,Year,Consumption
OECD - Total,2015,68.25299115020788
OECD - Total,2016,69.0659112881373
OECD - Total,2017,69.70153598028685
OECD - Total,2018,69.35670356229238
OECD - Total,2019,69.51445030997634
OECD - Total,2020,69.79407356328903
OECD - Total,2021,69.88048725596629
OECD - Total,2022,69.84609933628086
OECD - Total,2023,70.02041595923077
OECD - Total,2024,70.18424463818604
OECD - Total,2025,70.26825896722215
OECD - Total,2026,70.222433373445
OECD - Total,1990,20.23199928882008
BRICS,1991,0.0
BRICS,1992,8.095551467572287
BRICS,1993,18.997146982372644
BRICS,1994,20.620525830749642
BRICS,1995,21.84595882705974
BRICS,1996,21.152483582091932
BRICS,1997,23.23565876149764
BRICS,1998,24.259644126666263
BRICS,1999,24.311305063287577
BRICS,2000,25.28308064097467
BRICS,2001,25.8637459653272
BRICS,2002,26.71944521354955
BRICS,2003,26.08191350074163
BRICS,2004,26.282514847664032
BRICS,2005,27.35571064232432
BRICS,2006,27.928518743610933
BRICS,2007,27.84574704922396
BRICS,2008,29.489388762846776
BRICS,2009,30.210437800941698
BRICS,2010,30.99190500287332
BRICS,2011,30.715300954704123
BRICS,2012,31.75750031319804
BRICS,2013,32.20640814670065
BRICS,2014,32.366773942198705
BRICS,2015,32.242810554301386
BRICS,2016,32.31708867079584
BRICS,2017,32.47831608395646
BRICS,2018,32.68789890314018
BRICS,2019,32.950555909041604
BRICS,2020,33.15848538201586
BRICS,2021,33.34250974449361
BRICS,2022,33.53851323983627
BRICS,2023,33.748153106367646
BRICS,2024,33.91039167261363
BRICS,2025,34.095660067146824
BRICS,2026,34.27664278091836
BRICS,1990,0.0
European Union (28 countries),1991,50.03467763068358
European Union (28 countries),1992,50.32363575301544
European Union (28 countries),1993,50.34755370483883
European Union (28 countries),1994,51.23131194748816
European Union (28 countries),1995,51.583445293203
European Union (28 countries),1996,52.240255528239494
European Union (28 countries),1997,52.371794517070846
European Union (28 countries),1998,55.30480865133606
European Union (28 countries),1999,53.80852424825696
European Union (28 countries),2000,66.18111832858386
European Union (28 countries),2001,67.16224410127997
European Union (28 countries),2002,68.6836463896841
European Union (28 countries),2003,67.52268407824668
European Union (28 countries),2004,67.03045259804378
European Union (28 countries),2005,67.38085562050367
European Union (28 countries),2006,66.8099133559301
European Union (28 countries),2007,68.42828290293883
European Union (28 countries),2008,67.21036847912465
European Union (28 countries),2009,66.16478665421499
European Union (28 countries),2010,66.78347895653839
European Union (28 countries),2011,66.59214801467002
European Union (28 countries),2012,65.71520423601163
European Union (28 countries),2013,64.93217370904698
European Union (28 countries),2014,66.52609160869169
European Union (28 countries),2015,68.57916576027237
European Union (28 countries),2016,69.16136120540835
European Union (28 countries),2017,69.64185825719511
European Union (28 countries),2018,69.15727253110772
European Union (28 countries),2019,69.11968583016977
European Union (28 countries),2020,69.49411729120509
European Union (28 countries),2021,69.42046957666042
European Union (28 countries),2022,69.22658998161265
European Union (28 countries),2023,69.32674275900067
European Union (28 countries),2024,69.45188610401178
European Union (28 countries),2025,69.41788572632106
European Union (28 countries),2026,69.23619108279344
European Union (28 countries),1990,50.476420210090716
