"LOCATION","Country","INDICATOR","Indicator","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1991","1991",27.7218154779186,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1992","1992",26.1995909743581,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1993","1993",26.169094098981,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1994","1994",25.4561344070509,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1995","1995",25.3402262814921,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1996","1996",27.2591040290769,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1997","1997",28.8029131796296,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1998","1998",26.590476609471,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1999","1999",27.918282977739,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2000","2000",26.3546243250795,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2001","2001",24.4603615705288,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2002","2002",25.1161855318525,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2003","2003",25.8117113804711,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2004","2004",28.5666444410253,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2005","2005",27.0612678786849,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2006","2006",26.9251671242306,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2007","2007",24.0976155214718,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2008","2008",23.3010625311296,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2009","2009",23.4324233283259,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2010","2010",25.3004857895539,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2011","2011",23.2827702747972,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2012","2012",22.4272426868263,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2013","2013",23.7283312014827,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2014","2014",22.5623087650667,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2015","2015",19.6992156542418,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2016","2016",22.0510261838141,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2017","2017",20.9393685421384,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2018","2018",20.4833254596177,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2019","2019",20.1977784434989,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2020","2020",20.2274657594685,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2021","2021",20.1303356450519,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2022","2022",19.9513946757099,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2023","2023",19.8268328772445,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2024","2024",19.6692838597189,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2025","2025",19.5406445836845,,
"AUS","Australia","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2026","2026",19.4012666179881,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1991","1991",14.3964762598799,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1992","1992",15.1292467203512,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1993","1993",14.8706765266911,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1994","1994",15.5966906071944,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1995","1995",15.5047171324105,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1996","1996",14.4595201825056,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1997","1997",14.7153330040867,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1998","1998",15.1659320798485,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1999","1999",15.0694735328876,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2000","2000",15.2064536327073,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2001","2001",15.2075906210269,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2002","2002",15.9630117290399,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2003","2003",17.4145578428047,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2004","2004",17.7025989334754,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2005","2005",18.6201897043752,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2006","2006",17.9589995616859,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2007","2007",19.6800699229389,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2008","2008",19.2820737023094,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2009","2009",19.8693227729576,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2010","2010",20.1572013805256,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2011","2011",19.6201728664656,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2012","2012",20.5293338082066,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2013","2013",19.9870804231888,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2014","2014",19.9871331979503,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2015","2015",21.736934480255,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2016","2016",20.4955304652877,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2017","2017",20.6663981381898,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2018","2018",20.6483087416526,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2019","2019",20.6725333424887,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2020","2020",20.7237889821808,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2021","2021",20.7731046595717,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2022","2022",20.7951469523552,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2023","2023",20.8458252577847,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2024","2024",20.881856608946,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2025","2025",20.9332448603077,,
"AUS","Australia","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2026","2026",20.9951503255638,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1990","1990",21.7675783756663,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1991","1991",22.056736165646,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1992","1992",22.0721180665018,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1993","1993",23.2513771840436,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1994","1994",23.9933058269325,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1995","1995",23.5784978740144,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1996","1996",24.0235582114973,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1997","1997",25.2469211075845,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1998","1998",27.1706999236471,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1999","1999",27.4507813454279,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2000","2000",29.1924923111127,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2001","2001",28.7735459721977,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2002","2002",31.9491876721711,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2003","2003",30.8674012252692,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2004","2004",32.315503555257,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2005","2005",33.5805832575477,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2006","2006",35.0500645206876,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2007","2007",34.6704840016535,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2008","2008",33.2014174945583,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2009","2009",33.5478125013034,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2010","2010",37.6306664596537,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2011","2011",39.4917752962188,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2012","2012",40.3056216608562,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2013","2013",40.1344757478632,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2014","2014",40.8019174956872,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2015","2015",41.2326136279598,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2016","2016",43.58735929876,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2017","2017",44.4678357462774,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2018","2018",45.1458924592961,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2019","2019",45.5329415212661,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2020","2020",45.7468517415389,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2021","2021",45.8170245228694,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2022","2022",45.9749852692064,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2023","2023",46.0737515445666,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2024","2024",46.2081695693071,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2025","2025",46.3064188171761,,
"AUS","Australia","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2026","2026",46.3379156239055,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1990","1990",18.8617762791538,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1991","1991",19.2623854799814,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1992","1992",17.8215938571774,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1993","1993",17.3567573636176,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1994","1994",18.36657075326,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1995","1995",15.0054552243366,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1996","1996",14.6911265391951,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1997","1997",14.9601957593084,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1998","1998",15.3753393687108,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1999","1999",15.1543611469569,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2000","2000",16.2687688577284,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2001","2001",14.8889635483646,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2002","2002",13.6993296240491,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2003","2003",12.0844804099466,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2004","2004",11.9209520531886,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2005","2005",11.9354691286626,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2006","2006",12.3222789808984,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2007","2007",12.5508735243397,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2008","2008",10.9723322610189,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2009","2009",10.3241440077094,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2010","2010",8.96986144787034,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2011","2011",8.04446178317268,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2012","2012",8.72010501467677,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2013","2013",8.71690116458266,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2014","2014",8.107499585507,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2015","2015",9.33154287415808,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2016","2016",8.55036538777498,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2017","2017",8.53792953822503,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2018","2018",8.72152694508446,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2019","2019",8.70367891742115,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2020","2020",8.67055981573212,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2021","2021",8.6433692827049,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2022","2022",8.60674872663143,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2023","2023",8.57506829497304,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2024","2024",8.54705648817629,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2025","2025",8.52549527123452,,
"AUS","Australia","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2026","2026",8.57996534914565,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1990","1990",24.8920919485049,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1991","1991",24.3467379393421,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1992","1992",23.7214757801967,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1993","1993",22.6992361925895,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1994","1994",23.1178133180704,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1995","1995",23.2012324588172,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1996","1996",22.9445473738053,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1997","1997",23.006825461888,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1998","1998",23.2836806772354,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1999","1999",23.707786953255,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2000","2000",23.3240590982259,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2001","2001",22.4189050981461,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2002","2002",22.3359186862219,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2003","2003",23.5741556059541,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2004","2004",22.6374091430503,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2005","2005",21.9314675944915,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2006","2006",21.6617471991267,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2007","2007",22.1109311181384,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2008","2008",21.4568986502996,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2009","2009",20.4335796132578,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2010","2010",20.2036132208554,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2011","2011",19.7138803715546,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2012","2012",19.8217058030981,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2013","2013",19.5716168004689,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2014","2014",18.1137871165543,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2015","2015",16.6801934244329,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2016","2016",17.3691334731124,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2017","2017",18.3583398733671,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2018","2018",18.2022118041594,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2019","2019",18.2968239247543,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2020","2020",18.4955702762077,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2021","2021",18.4539078484063,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2022","2022",18.4269183114361,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2023","2023",18.4459267871112,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2024","2024",18.3896574024951,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2025","2025",18.2930486617945,,
"CAN","Canada","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2026","2026",18.0043395321845,,
