,Country,Year,Production,Consumption
601,Saudi Arabia,1994,36.27,29.146723727917948
602,Saudi Arabia,1995,45.13,37.155493607913115
603,Saudi Arabia,1996,42.94,34.22716499291656
604,Saudi Arabia,1997,45.81,36.28604469222317
605,Saudi Arabia,1998,49.63,39.35831898923215
606,Saudi Arabia,1999,52.25,41.22931524885293
607,Saudi Arabia,2000,53.11,44.624530890257816
608,Saudi Arabia,2001,50.33,45.088272687039364
609,Saudi Arabia,2002,48.37000000000001,41.69756810472368
610,Saudi Arabia,2003,49.63,41.00113494840501
611,Saudi Arabia,2004,47.47,38.75443400426595
612,Saudi Arabia,2005,52.16,43.33420311704708
613,Saudi Arabia,2006,50.11,41.630228808115156
614,Saudi Arabia,2007,52.03,43.26409932401759
615,Saudi Arabia,2008,50.34,43.78293667389103
616,Saudi Arabia,2009,53.75,46.21929847295819
617,Saudi Arabia,2010,59.13,48.035200324663236
618,Saudi Arabia,2011,58.43,50.473037094055854
619,Saudi Arabia,2012,57.97,50.70339301953412
620,Saudi Arabia,2013,63.75,51.48380121672359
621,South Africa,1991,39.84,32.30255884679049
622,South Africa,1992,41.09,31.889323796361808
623,South Africa,1993,39.8,29.907969653357878
624,South Africa,1994,40.2,30.396587645006623
625,South Africa,1995,37.39,30.95917836782508
626,South Africa,1996,36.95,30.23912218415349
627,South Africa,1997,38.18000000000001,30.84980001868525
628,South Africa,1998,35.40000000000001,29.142784639236
629,South Africa,1999,37.23,32.599556944440344
630,South Africa,2000,41.59,32.329209659651035
631,South Africa,2001,39.08,33.34506384057977
632,South Africa,2002,40.02,33.787010867427604
633,South Africa,2003,42.040000000000006,34.63267424222267
634,South Africa,2004,43.44,35.84690924462656
635,South Africa,2005,45.91,37.49636785346088
636,South Africa,2006,49.53,40.63367213986087
637,South Africa,2007,52.8,43.360933142671506
638,South Africa,2008,56.55,46.39593269433775
639,South Africa,2009,57.48,46.978321906384146
640,South Africa,2010,58.23,47.581254277522255
641,South Africa,2011,59.31,48.52588965694415
642,South Africa,2012,60.37000000000001,49.32730248932236
643,South Africa,2013,64.92,48.334029433915774
644,Sudan,1991,0.0,0.014382468529
645,Sudan,1992,0.0,0.014627597857
646,Sudan,1993,0.0,0.014551314209
647,Sudan,1994,0.0,0.014950074288000001
648,Sudan,1995,0.0,0.015956352252
649,Sudan,1996,0.0,0.015490841886
650,Sudan,1997,0.0,0.016209750217
651,Sudan,1998,0.0,0.016398058700999998
652,Sudan,1999,0.0,0.016240098578
653,Sudan,2000,0.0,0.016535981853
654,Sudan,2001,0.0,0.017107896299000003
655,Sudan,2002,0.0,0.016683329796
656,Sudan,2003,0.0,0.01695484861
657,Sudan,2004,0.0,0.016786148349
658,Sudan,2005,0.0,0.017660306296000003
659,Sudan,2006,0.0,0.019876520523999998
660,Sudan,2007,0.0,0.019291715917
661,Sudan,2008,0.0,0.019391587074
662,Sudan,2009,0.0,0.01854388634
663,Sudan,2010,0.0,0.018539633444
664,Sudan,2011,0.0,0.018259138688000002
665,Sudan,2012,26.85,0.018154547138
666,Sudan,2013,27.06,0.017691002065
667,Thailand,1991,26.55,20.133865795547017
668,Thailand,1992,29.75,22.655548554357843
669,Thailand,1993,30.42,23.47896129773045
670,Thailand,1994,29.76,21.961498069658493
671,Thailand,1995,28.98,22.708094966278356
672,Thailand,1996,28.47,23.02745405063811
673,Thailand,1997,27.54,22.34967942820652
674,Thailand,1998,27.53,21.74496175325878
675,Thailand,1999,25.71,19.58435359446232
676,Thailand,2000,26.66,22.121017896498998
677,Thailand,2001,25.31,22.779723742929924
678,Thailand,2002,26.17,23.32924362926856
679,Thailand,2003,27.6,22.259506535683027
680,Thailand,2004,26.51,21.203733319960172
681,Thailand,2005,27.82,23.17382326027413
682,Thailand,2006,28.950000000000006,23.58945348443084
683,Thailand,2007,30.72,23.69789598359209
684,Thailand,2008,28.32,20.860376150094023
685,Thailand,2009,26.99,20.627455634108628
686,Thailand,2010,28.1,20.900252439661234
687,Thailand,2011,27.89,20.211662588784414
688,Thailand,2012,28.18,20.121455419841247
689,Thailand,2013,29.33,22.967641803700204
690,Turkey,1991,21.02,17.252020642690123
691,Turkey,1992,20.44,16.896988109719324
692,Turkey,1993,20.37,16.844347612174413
693,Turkey,1994,20.43,16.05693022086741
694,Turkey,1995,20.81,17.456587503707983
695,Turkey,1996,18.81,15.524589879917224
696,Turkey,1997,20.54,16.875158335002933
697,Turkey,1998,20.15,16.684687733464905
698,Turkey,1999,21.36,17.769788630404513
699,Turkey,2000,22.04,18.357322309114963
700,Turkey,2001,20.22,16.78178337492554
701,Turkey,2002,20.8,17.371310926534928
702,Turkey,2003,22.230000000000004,18.86251493336677
703,Turkey,2004,23.2,19.53218553709853
704,Turkey,2005,22.83,19.22970936605055
705,Turkey,2006,22.62,18.99636589742308
706,Turkey,2007,25.72,21.477804014616066
707,Turkey,2008,24.35,20.532422555425093
708,Turkey,2009,25.540000000000006,21.59994069993939
709,Turkey,2010,31.39,25.409893486996737
710,Turkey,2011,33.42,26.10117483303184
711,Turkey,2012,34.84,27.893688629095372
712,Turkey,2013,35.13,28.001549125704337
713,Ukraine,1991,0.0,0.0
714,Ukraine,1992,59.58,47.67424457380898
715,Ukraine,1993,49.46,39.696983364309396
716,Ukraine,1994,45.91,34.339776015983446
717,Ukraine,1995,38.87000000000001,30.61737589022361
718,Ukraine,1996,36.97,29.133937993103594
719,Ukraine,1997,33.6,26.51043486071882
720,Ukraine,1998,32.06,25.072912836082796
721,Ukraine,1999,32.02,24.89832182481453
722,Ukraine,2000,31.17,24.299705392843386
723,Ukraine,2001,28.200000000000006,23.13187811757283
724,Ukraine,2002,32.29,25.43377465121061
725,Ukraine,2003,34.19,27.45496935703353
726,Ukraine,2004,38.73,30.561602440718328
727,Ukraine,2005,37.91,29.713661475904285
728,Ukraine,2006,41.53,33.09440824106636
729,Ukraine,2007,44.85,36.112192210892246
730,Ukraine,2008,51.07,41.61380084678002
731,Ukraine,2009,48.40000000000001,39.48313259820763
732,Ukraine,2010,49.07,40.73563722000114
733,Ukraine,2011,48.96,39.831398648436206
734,Ukraine,2012,54.03,44.0737467715653
735,Ukraine,2013,54.74,44.44394258324047
736,Uruguay,1991,92.98,82.09319774588522
737,Uruguay,1992,94.24,84.47311050470898
738,Uruguay,1993,97.18,75.2133309839655
739,Uruguay,1994,99.96,94.0904547726137
740,Uruguay,1995,84.99000000000002,76.61226552882184
741,Uruguay,1996,88.41999999999999,81.03348809779196
742,Uruguay,1997,85.43,78.95420680462607
743,Uruguay,1998,87.91,80.99923150057867
744,Uruguay,1999,88.73,85.02048759261723
745,Uruguay,2000,78.76,86.71460057087113
746,Uruguay,2001,86.36,70.42148010770674
747,Uruguay,2002,78.95,69.2776243550486
748,Uruguay,2003,59.33,55.45398780385128
749,Uruguay,2004,62.26000000000001,59.62516169790314
750,Uruguay,2005,57.47,72.08903028316604
751,Uruguay,2006,59.57,64.29823077408123
752,Uruguay,2007,60.48,61.32195573874308
753,Uruguay,2008,75.3,71.02120967043986
754,Uruguay,2009,70.13000000000001,57.702601434535815
755,Uruguay,2010,75.15,72.74753216117777
756,Uruguay,2011,76.05999999999997,74.26726646010606
757,Uruguay,2012,70.26,70.80886141164356
758,Uruguay,2013,82.30000000000003,62.670739472471844
759,Viet Nam,1991,14.71,11.50327067564492
760,Viet Nam,1992,16.290000000000006,12.75278878508141
761,Viet Nam,1993,16.56,12.94698286180665
762,Viet Nam,1994,17.51,13.697067996323245
763,Viet Nam,1995,18.1,14.153117502391613
764,Viet Nam,1996,18.68,14.624026915374115
765,Viet Nam,1997,19.97,15.75385006254165
766,Viet Nam,1998,20.81,16.41642310141777
767,Viet Nam,1999,22.2,17.516436772879945
768,Viet Nam,2000,23.61,18.638469981401435
769,Viet Nam,2001,25.3,19.99909274332724
770,Viet Nam,2002,27.8,22.006289499348707
771,Viet Nam,2003,29.66,23.51171413145916
772,Viet Nam,2004,31.72,24.976327247149786
773,Viet Nam,2005,34.940000000000005,27.55338178244175
774,Viet Nam,2006,38.11,30.643329163316412
775,Viet Nam,2007,42.23,34.14381970910357
776,Viet Nam,2008,46.09,37.476437630775315
777,Viet Nam,2009,50.36,41.544890954752795
778,Viet Nam,2010,51.52,42.548380295247405
779,Viet Nam,2011,57.59,49.234062419182756
780,Viet Nam,2012,55.0,46.52166284480466
781,Viet Nam,2013,55.23,49.09828598005549
782,Zambia,1991,14.82,6.451088217495197
783,Zambia,1992,14.349999999999998,6.4847924504983645
784,Zambia,1993,14.15,6.931951794734178
785,Zambia,1994,13.68,6.8372618573711215
786,Zambia,1995,12.67,6.380267854537673
787,Zambia,1996,12.59,6.638357879892863
788,Zambia,1997,13.52,6.784285529930135
789,Zambia,1998,13.810000000000002,6.724859757574189
790,Zambia,1999,14.15,7.199317898094053
791,Zambia,2000,13.579999999999998,6.7735956361795004
792,Zambia,2001,13.759999999999998,6.835315304698173
793,Zambia,2002,13.95,7.813299485277356
794,Zambia,2003,13.95,7.694724580146528
795,Zambia,2004,13.23,7.394052691366949
796,Zambia,2005,13.65,7.511049446219945
797,Zambia,2006,12.669999999999998,7.2252899686710235
798,Zambia,2007,12.8,7.328859819070729
799,Zambia,2008,12.75,8.617889402481817
800,Zambia,2009,13.44,10.842584127007632
801,Zambia,2010,14.03,12.322668536742391
802,Zambia,2011,13.4,12.291256057609244
803,Zambia,2012,13.3,13.427039924039235
804,Zambia,2013,13.04,14.229222049718974
